prname,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,numtoday,deathstoday,testedtoday,recoveredtoday,numactive,rateactive
Nova Scotia,2020-04-01,173,0,0.0,173,7405.0,11.0,6.36,26,0.0,791.0,1.0,162.0,16.68
Nova Scotia,2020-04-02,193,0,0.0,193,8059.0,16.0,8.29,20,0.0,654.0,5.0,177.0,18.22
Nova Scotia,2020-04-03,207,0,0.0,207,8799.0,16.0,8.29,14,0.0,740.0,5.0,207.0,21.31
Nova Scotia,2020-04-04,236,0,0.0,236,9722.0,16.0,8.29,29,0.0,923.0,5.0,236.0,24.29
Nova Scotia,2020-04-05,262,0,0.0,262,10084.0,50.0,19.08,26,0.0,362.0,50.0,212.0,21.82
Nova Scotia,2020-04-06,293,0,0.0,293,10738.0,64.0,21.84,31,0.0,654.0,14.0,229.0,23.57
Nova Scotia,2020-04-07,310,0,0.0,310,11559.0,64.0,21.84,17,0.0,821.0,14.0,310.0,31.91
Nova Scotia,2020-04-08,342,0,1.0,342,12072.0,64.0,21.84,32,1.0,513.0,14.0,341.0,35.1
Nova Scotia,2020-04-09,373,0,2.0,373,13045.0,64.0,21.84,31,1.0,973.0,14.0,371.0,38.19
Nova Scotia,2020-04-10,407,0,2.0,407,13881.0,64.0,21.84,34,0.0,836.0,14.0,405.0,41.69
Nova Scotia,2020-04-11,428,0,2.0,428,14511.0,64.0,21.84,21,0.0,630.0,14.0,426.0,43.85
Nova Scotia,2020-04-12,445,0,2.0,445,15329.0,64.0,21.84,17,0.0,818.0,14.0,443.0,45.6
Nova Scotia,2020-04-13,474,0,3.0,474,16548.0,64.0,21.84,29,1.0,1219.0,14.0,471.0,48.49
Nova Scotia,2020-04-14,517,0,3.0,517,17477.0,64.0,21.84,43,0.0,929.0,14.0,514.0,52.91
Nova Scotia,2020-04-15,549,0,3.0,549,18245.0,64.0,21.84,32,0.0,768.0,14.0,546.0,56.21
Nova Scotia,2020-04-16,579,0,3.0,579,19239.0,64.0,21.84,30,0.0,994.0,14.0,576.0,59.3
Nova Scotia,2020-04-17,606,0,4.0,606,20432.0,64.0,21.84,27,1.0,1193.0,14.0,602.0,61.97
Nova Scotia,2020-04-18,649,0,7.0,649,21363.0,184.0,28.35,43,3.0,931.0,184.0,458.0,47.15
Nova Scotia,2020-04-19,675,0,9.0,675,22029.0,200.0,29.63,26,2.0,666.0,16.0,466.0,47.97
Nova Scotia,2020-04-20,721,0,9.0,721,22669.0,248.0,34.4,46,0.0,640.0,48.0,464.0,47.77
Nova Scotia,2020-04-21,737,0,10.0,737,23261.0,286.0,38.81,16,1.0,592.0,38.0,441.0,45.4
Nova Scotia,2020-04-22,772,0,12.0,772,24155.0,330.0,42.75,35,2.0,894.0,44.0,430.0,44.27
Nova Scotia,2020-04-23,827,0,16.0,827,24884.0,358.0,43.29,55,4.0,729.0,28.0,453.0,46.63
Nova Scotia,2020-04-24,850,0,16.0,850,25658.0,392.0,46.12,23,0.0,774.0,34.0,442.0,45.5
Nova Scotia,2020-04-25,865,0,22.0,865,26320.0,412.0,47.63,15,6.0,662.0,20.0,431.0,44.37
Nova Scotia,2020-04-26,873,0,24.0,873,26871.0,439.0,50.29,8,2.0,551.0,27.0,410.0,42.21
Nova Scotia,2020-04-27,900,0,24.0,900,27437.0,509.0,56.56,27,0.0,566.0,70.0,367.0,37.78
Nova Scotia,2020-04-28,915,0,27.0,915,28108.0,522.0,57.05,15,3.0,671.0,13.0,366.0,37.68
Nova Scotia,2020-04-29,935,0,28.0,935,28731.0,529.0,56.58,20,1.0,623.0,7.0,378.0,38.91
Nova Scotia,2020-04-30,947,0,28.0,947,29421.0,545.0,57.55,12,0.0,690.0,16.0,374.0,38.5
Nova Scotia,2020-05-01,959,0,29.0,959,30149.0,592.0,61.73,12,1.0,728.0,47.0,338.0,34.8
Nova Scotia,2020-05-02,963,0,31.0,963,30774.0,609.0,63.24,4,2.0,625.0,17.0,323.0,33.25
Nova Scotia,2020-05-03,971,0,37.0,971,31192.0,624.0,64.26,8,6.0,418.0,15.0,310.0,31.91
Nova Scotia,2020-05-04,985,0,38.0,985,31571.0,638.0,64.77,14,1.0,379.0,14.0,309.0,31.81
Nova Scotia,2020-05-05,991,0,41.0,991,32146.0,652.0,65.79,6,3.0,575.0,14.0,298.0,30.68
Nova Scotia,2020-05-06,998,0,41.0,998,32869.0,661.0,66.23,7,0.0,723.0,9.0,296.0,30.47
Nova Scotia,2020-05-07,1007,0,44.0,1007,33541.0,708.0,70.31,9,3.0,672.0,47.0,255.0,26.25
Nova Scotia,2020-05-08,1008,0,46.0,1008,34081.0,722.0,71.63,1,2.0,540.0,14.0,240.0,24.71
Nova Scotia,2020-05-09,1011,0,47.0,1011,34531.0,743.0,73.49,3,1.0,450.0,21.0,221.0,22.75
Nova Scotia,2020-05-10,1018,0,47.0,1018,34820.0,749.0,73.58,7,0.0,289.0,6.0,222.0,22.85
Nova Scotia,2020-05-11,1019,0,48.0,1019,35023.0,767.0,75.27,1,1.0,203.0,18.0,204.0,21.0
Nova Scotia,2020-05-12,1020,0,48.0,1020,35430.0,864.0,84.71,1,0.0,407.0,97.0,108.0,11.12
Nova Scotia,2020-05-13,1024,0,51.0,1024,35811.0,870.0,84.96,4,3.0,381.0,6.0,103.0,10.6
Nova Scotia,2020-05-14,1026,0,51.0,1026,36192.0,909.0,88.6,2,0.0,381.0,39.0,66.0,6.79
Nova Scotia,2020-05-15,1034,0,55.0,1034,36587.0,918.0,88.78,8,4.0,395.0,9.0,61.0,6.28
Nova Scotia,2020-05-16,1037,0,55.0,1037,36916.0,930.0,89.68,3,0.0,329.0,12.0,52.0,5.35
Nova Scotia,2020-05-17,1040,0,55.0,1040,37183.0,938.0,90.19,3,0.0,267.0,8.0,47.0,4.84
Nova Scotia,2020-05-18,1043,0,55.0,1043,37406.0,946.0,90.7,3,0.0,223.0,8.0,42.0,4.32
Nova Scotia,2020-05-19,1044,0,56.0,1044,37594.0,956.0,91.57,1,1.0,188.0,10.0,32.0,3.29
Nova Scotia,2020-05-20,1045,0,57.0,1045,37932.0,956.0,91.48,1,1.0,338.0,0.0,32.0,3.29
Nova Scotia,2020-05-21,1046,0,58.0,1046,38275.0,959.0,91.68,1,1.0,343.0,3.0,29.0,2.99
Nova Scotia,2020-05-22,1048,0,58.0,1048,38613.0,961.0,91.7,2,0.0,338.0,2.0,29.0,2.99
Nova Scotia,2020-05-23,1049,0,58.0,1049,38972.0,969.0,92.37,1,0.0,359.0,8.0,22.0,2.26
Nova Scotia,2020-05-24,1050,0,58.0,1050,39330.0,973.0,92.67,1,0.0,358.0,4.0,19.0,1.96
Nova Scotia,2020-05-25,1051,0,58.0,1051,39836.0,974.0,92.67,1,0.0,506.0,1.0,19.0,1.96
Nova Scotia,2020-05-26,1052,0,59.0,1052,40334.0,976.0,92.78,1,1.0,498.0,2.0,17.0,1.75
Nova Scotia,2020-05-27,1053,0,59.0,1053,41075.0,975.0,92.59,1,0.0,741.0,-1.0,19.0,1.96
Nova Scotia,2020-05-28,1055,0,59.0,1055,41783.0,977.0,92.61,2,0.0,708.0,2.0,19.0,1.96
Nova Scotia,2020-05-29,1055,0,59.0,1055,42309.0,978.0,92.7,0,0.0,526.0,1.0,18.0,1.85
Nova Scotia,2020-05-30,1056,0,60.0,1056,42904.0,978.0,92.61,1,1.0,595.0,0.0,18.0,1.85
Nova Scotia,2020-05-31,1056,0,60.0,1056,43287.0,981.0,92.9,0,0.0,383.0,3.0,15.0,1.54
Nova Scotia,2020-06-01,1057,0,60.0,1057,43676.0,984.0,93.09,1,0.0,389.0,3.0,13.0,1.34
Nova Scotia,2020-06-02,1057,0,60.0,1057,44180.0,992.0,93.85,0,0.0,504.0,8.0,5.0,0.51
Nova Scotia,2020-06-03,1058,0,60.0,1058,44644.0,993.0,93.86,1,0.0,464.0,1.0,5.0,0.51
Nova Scotia,2020-06-04,1058,0,61.0,1058,45224.0,995.0,94.05,0,1.0,580.0,2.0,2.0,0.21
Nova Scotia,2020-06-05,1058,0,61.0,1058,45709.0,997.0,94.23,0,0.0,485.0,2.0,0.0,0.0
Nova Scotia,2020-06-06,1058,0,61.0,1058,46379.0,999.0,94.42,0,0.0,670.0,2.0,0.0,0.0
Nova Scotia,2020-06-07,1059,0,61.0,1059,46688.0,999.0,94.33,1,0.0,309.0,0.0,0.0,0.0
Nova Scotia,2020-06-08,1059,0,61.0,1059,47017.0,999.0,94.33,0,0.0,329.0,0.0,0.0,0.0
Nova Scotia,2020-06-09,1060,0,62.0,1060,47489.0,999.0,94.25,1,1.0,472.0,0.0,0.0,0.0
Nova Scotia,2020-06-10,1061,0,62.0,1061,47962.0,994.0,93.69,1,0.0,473.0,-5.0,5.0,0.51
Nova Scotia,2020-06-11,1061,0,62.0,1061,48411.0,995.0,93.78,0,0.0,449.0,1.0,4.0,0.41
Nova Scotia,2020-06-12,1061,0,62.0,1061,49024.0,995.0,93.78,0,0.0,613.0,0.0,4.0,0.41
Nova Scotia,2020-06-13,1061,0,62.0,1061,49644.0,996.0,93.87,0,0.0,620.0,1.0,3.0,0.31
Nova Scotia,2020-06-14,1061,0,62.0,1061,50066.0,996.0,93.87,0,0.0,422.0,0.0,3.0,0.31
Nova Scotia,2020-06-15,1061,0,62.0,1061,50313.0,996.0,93.87,0,0.0,247.0,0.0,3.0,0.31
Nova Scotia,2020-06-16,1061,0,62.0,1061,50516.0,997.0,93.97,0,0.0,203.0,1.0,2.0,0.21
Nova Scotia,2020-06-17,1061,0,62.0,1061,50893.0,997.0,93.97,0,0.0,377.0,0.0,2.0,0.21
Nova Scotia,2020-06-18,1061,0,62.0,1061,51358.0,997.0,93.97,0,0.0,465.0,0.0,2.0,0.21
Nova Scotia,2020-06-19,1061,0,62.0,1061,51658.0,998.0,94.06,0,0.0,300.0,1.0,1.0,0.1
Nova Scotia,2020-06-20,1061,0,62.0,1061,51943.0,998.0,94.06,0,0.0,285.0,0.0,1.0,0.1
Nova Scotia,2020-06-21,1061,0,62.0,1061,52229.0,998.0,94.06,0,0.0,286.0,0.0,1.0,0.1
Nova Scotia,2020-06-22,1061,0,63.0,1061,52360.0,998.0,94.06,0,1.0,131.0,0.0,0.0,0.0
Nova Scotia,2020-06-23,1061,0,63.0,1061,52649.0,998.0,94.06,0,0.0,289.0,0.0,0.0,0.0
Nova Scotia,2020-06-24,1061,0,63.0,1061,52936.0,998.0,94.06,0,0.0,287.0,0.0,0.0,0.0
Nova Scotia,2020-06-25,1061,0,63.0,1061,53385.0,998.0,94.06,0,0.0,449.0,0.0,0.0,0.0
Nova Scotia,2020-06-26,1061,0,63.0,1061,53672.0,998.0,94.06,0,0.0,287.0,0.0,0.0,0.0
Nova Scotia,2020-06-27,1061,0,63.0,1061,53930.0,998.0,94.06,0,0.0,258.0,0.0,0.0,0.0
Nova Scotia,2020-06-28,1061,0,63.0,1061,54175.0,998.0,94.06,0,0.0,245.0,0.0,0.0,0.0
Nova Scotia,2020-06-29,1061,0,63.0,1061,54382.0,998.0,94.06,0,0.0,207.0,0.0,0.0,0.0
Nova Scotia,2020-06-30,1062,0,63.0,1062,54664.0,998.0,93.97,1,0.0,282.0,0.0,1.0,0.1
Nova Scotia,2020-07-01,1062,0,63.0,1062,54664.0,998.0,93.97,0,0.0,0.0,0.0,1.0,0.1
Nova Scotia,2020-07-02,1064,0,63.0,1064,55116.0,998.0,93.8,2,0.0,452.0,0.0,3.0,0.31
Nova Scotia,2020-07-03,1064,0,63.0,1064,55439.0,998.0,93.8,0,0.0,323.0,0.0,3.0,0.31
Nova Scotia,2020-07-04,1064,0,63.0,1064,55930.0,998.0,93.8,0,0.0,491.0,0.0,3.0,0.31
Nova Scotia,2020-07-05,1064,0,63.0,1064,56032.0,998.0,93.8,0,0.0,102.0,0.0,3.0,0.31
Nova Scotia,2020-07-06,1065,0,63.0,1065,56236.0,998.0,93.71,1,0.0,204.0,0.0,4.0,0.41
Nova Scotia,2020-07-07,1065,0,63.0,1065,56551.0,998.0,93.71,0,0.0,315.0,0.0,4.0,0.41
Nova Scotia,2020-07-08,1066,0,63.0,1066,56942.0,998.0,93.62,1,0.0,391.0,0.0,5.0,0.51
Nova Scotia,2020-07-09,1066,0,63.0,1066,57351.0,999.0,93.71,0,0.0,409.0,1.0,4.0,0.41
Nova Scotia,2020-07-10,1066,0,63.0,1066,57738.0,1000.0,93.81,0,0.0,387.0,1.0,3.0,0.31
Nova Scotia,2020-07-11,1066,0,63.0,1066,58100.0,1000.0,93.81,0,0.0,362.0,0.0,3.0,0.31
Nova Scotia,2020-07-12,1066,0,63.0,1066,58419.0,1000.0,93.81,0,0.0,319.0,0.0,3.0,0.31
Nova Scotia,2020-07-13,1066,0,63.0,1066,58799.0,1000.0,93.81,0,0.0,380.0,0.0,3.0,0.31
Nova Scotia,2020-07-14,1066,0,63.0,1066,59074.0,1002.0,94.0,0,0.0,275.0,2.0,1.0,0.1
Nova Scotia,2020-07-15,1067,0,63.0,1067,59440.0,1002.0,93.91,1,0.0,366.0,0.0,2.0,0.21
Nova Scotia,2020-07-16,1067,0,63.0,1067,59854.0,1002.0,93.91,0,0.0,414.0,0.0,2.0,0.21
Nova Scotia,2020-07-17,1067,0,63.0,1067,60250.0,1002.0,93.91,0,0.0,396.0,0.0,2.0,0.21
Nova Scotia,2020-07-18,1067,0,63.0,1067,60546.0,1002.0,93.91,0,0.0,296.0,0.0,2.0,0.21
Nova Scotia,2020-07-19,1067,0,63.0,1067,60915.0,1002.0,93.91,0,0.0,369.0,0.0,2.0,0.21
Nova Scotia,2020-07-20,1067,0,63.0,1067,61198.0,1003.0,94.0,0,0.0,283.0,1.0,1.0,0.1
Nova Scotia,2020-07-21,1067,0,63.0,1067,61477.0,1003.0,94.0,0,0.0,279.0,0.0,1.0,0.1
Nova Scotia,2020-07-22,1067,0,63.0,1067,61828.0,1003.0,94.0,0,0.0,351.0,0.0,1.0,0.1
Nova Scotia,2020-07-23,1067,0,63.0,1067,62365.0,1003.0,94.0,0,0.0,537.0,0.0,1.0,0.1
Nova Scotia,2020-07-24,1067,0,63.0,1067,62752.0,1003.0,94.0,0,0.0,387.0,0.0,1.0,0.1
Nova Scotia,2020-07-25,1067,0,63.0,1067,63040.0,1003.0,94.0,0,0.0,288.0,0.0,1.0,0.1
Nova Scotia,2020-07-26,1067,0,63.0,1067,63313.0,1004.0,94.1,0,0.0,273.0,1.0,0.0,0.0
Nova Scotia,2020-07-27,1067,0,63.0,1067,63458.0,1004.0,94.1,0,0.0,145.0,0.0,0.0,0.0
Nova Scotia,2020-07-28,1067,0,63.0,1067,63702.0,1004.0,94.1,0,0.0,244.0,0.0,0.0,0.0
Nova Scotia,2020-07-29,1067,0,64.0,1067,63987.0,1003.0,94.0,0,1.0,285.0,-1.0,0.0,0.0
Nunavut,2020-03-11,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-12,0,0,0.0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-03-13,0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-14,0,0,0.0,0,6.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-03-15,0,0,0.0,0,6.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-16,0,0,0.0,0,7.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-03-17,0,0,0.0,0,7.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-18,0,0,0.0,0,7.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-19,0,0,0.0,0,8.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-03-20,0,0,0.0,0,8.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-21,0,0,0.0,0,10.0,0.0,0.0,0,0.0,2.0,0.0,,0.0
Nunavut,2020-03-22,0,0,0.0,0,13.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-03-23,0,0,0.0,0,13.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-24,0,0,0.0,0,81.0,0.0,0.0,0,0.0,68.0,0.0,,0.0
Nunavut,2020-03-25,0,0,0.0,0,97.0,0.0,0.0,0,0.0,16.0,0.0,,0.0
Nunavut,2020-03-26,0,0,0.0,0,116.0,0.0,0.0,0,0.0,19.0,0.0,,0.0
Nunavut,2020-03-27,0,0,0.0,0,125.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-03-28,0,0,0.0,0,125.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-29,0,0,0.0,0,125.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-03-30,0,0,0.0,0,158.0,0.0,0.0,0,0.0,33.0,0.0,,0.0
Nunavut,2020-03-31,0,0,0.0,0,167.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-04-01,0,0,0.0,0,183.0,0.0,0.0,0,0.0,16.0,0.0,,0.0
Nunavut,2020-04-02,0,0,0.0,0,193.0,0.0,0.0,0,0.0,10.0,0.0,,0.0
Nunavut,2020-04-03,0,0,0.0,0,207.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-04-04,0,0,0.0,0,207.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-05,0,0,0.0,0,227.0,0.0,0.0,0,0.0,20.0,0.0,,0.0
Nunavut,2020-04-06,0,0,0.0,0,229.0,0.0,0.0,0,0.0,2.0,0.0,,0.0
Nunavut,2020-04-07,0,0,0.0,0,234.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-04-08,0,0,0.0,0,240.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-04-09,0,0,0.0,0,247.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Nunavut,2020-04-10,0,0,0.0,0,261.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-04-11,0,0,0.0,0,261.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-12,0,0,0.0,0,264.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-04-13,0,0,0.0,0,264.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-14,0,0,0.0,0,264.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-15,0,0,0.0,0,264.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-16,0,0,0.0,0,275.0,0.0,0.0,0,0.0,11.0,0.0,,0.0
Nunavut,2020-04-17,0,0,0.0,0,286.0,0.0,0.0,0,0.0,11.0,0.0,,0.0
Nunavut,2020-04-18,0,0,0.0,0,304.0,0.0,0.0,0,0.0,18.0,0.0,,0.0
Nunavut,2020-04-19,0,0,0.0,0,304.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-04-20,0,0,0.0,0,305.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-04-21,0,0,0.0,0,320.0,0.0,0.0,0,0.0,15.0,0.0,,0.0
Nunavut,2020-04-22,0,0,0.0,0,333.0,0.0,0.0,0,0.0,13.0,0.0,,0.0
Nunavut,2020-04-23,0,0,0.0,0,340.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Nunavut,2020-04-24,0,0,0.0,0,354.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-04-25,0,0,0.0,0,361.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Nunavut,2020-04-26,0,0,0.0,0,368.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Nunavut,2020-04-27,0,0,0.0,0,369.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-04-28,0,0,0.0,0,377.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-04-29,0,0,0.0,0,392.0,0.0,0.0,0,0.0,15.0,0.0,,0.0
Nunavut,2020-04-30,0,0,0.0,0,396.0,0.0,0.0,0,0.0,4.0,0.0,,0.0
Nunavut,2020-05-01,0,0,0.0,0,421.0,0.0,0.0,0,0.0,25.0,0.0,,0.0
Nunavut,2020-05-02,0,0,0.0,0,421.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-05-03,0,0,0.0,0,421.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-05-04,0,0,0.0,0,421.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-05-05,0,0,0.0,0,492.0,0.0,0.0,0,0.0,71.0,0.0,,0.0
Nunavut,2020-05-06,0,0,0.0,0,525.0,0.0,0.0,0,0.0,33.0,0.0,,0.0
Nunavut,2020-05-07,0,0,0.0,0,530.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-05-08,0,0,0.0,0,550.0,0.0,0.0,0,0.0,20.0,0.0,,0.0
Nunavut,2020-05-09,0,0,0.0,0,568.0,0.0,0.0,0,0.0,18.0,0.0,,0.0
Nunavut,2020-05-10,0,0,0.0,0,568.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-05-11,0,0,0.0,0,576.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-05-12,0,0,0.0,0,604.0,0.0,0.0,0,0.0,28.0,0.0,,0.0
Nunavut,2020-05-13,0,0,0.0,0,608.0,0.0,0.0,0,0.0,4.0,0.0,,0.0
Nunavut,2020-05-14,0,0,0.0,0,617.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-05-15,0,0,0.0,0,628.0,0.0,0.0,0,0.0,11.0,0.0,,0.0
Nunavut,2020-05-16,0,0,0.0,0,628.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-05-17,0,0,0.0,0,658.0,0.0,0.0,0,0.0,30.0,0.0,,0.0
Nunavut,2020-05-18,0,0,0.0,0,660.0,0.0,0.0,0,0.0,2.0,0.0,,0.0
Nunavut,2020-05-19,0,0,0.0,0,665.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-05-20,0,0,0.0,0,676.0,0.0,0.0,0,0.0,11.0,0.0,,0.0
Nunavut,2020-05-21,0,0,0.0,0,685.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-05-22,0,0,0.0,0,693.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-05-23,0,0,0.0,0,698.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-05-24,0,0,0.0,0,707.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-05-25,0,0,0.0,0,710.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-05-26,0,0,0.0,0,713.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-05-27,0,0,0.0,0,726.0,0.0,0.0,0,0.0,13.0,0.0,,0.0
Nunavut,2020-05-28,0,0,0.0,0,741.0,0.0,0.0,0,0.0,15.0,0.0,,0.0
Nunavut,2020-05-29,0,0,0.0,0,749.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-05-30,0,0,0.0,0,772.0,0.0,0.0,0,0.0,23.0,0.0,,0.0
Nunavut,2020-05-31,0,0,0.0,0,778.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-06-01,0,0,0.0,0,784.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-06-02,0,0,0.0,0,792.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-06-03,0,0,0.0,0,801.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-06-04,0,0,0.0,0,814.0,0.0,0.0,0,0.0,13.0,0.0,,0.0
Nunavut,2020-06-05,0,0,0.0,0,821.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Nunavut,2020-06-06,0,0,0.0,0,830.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-06-07,0,0,0.0,0,835.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-06-08,0,0,0.0,0,841.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-06-09,0,0,0.0,0,855.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-06-10,0,0,0.0,0,867.0,0.0,0.0,0,0.0,12.0,0.0,,0.0
Nunavut,2020-06-11,0,0,0.0,0,877.0,0.0,0.0,0,0.0,10.0,0.0,,0.0
Nunavut,2020-06-12,0,0,0.0,0,892.0,0.0,0.0,0,0.0,15.0,0.0,,0.0
Nunavut,2020-06-13,0,0,0.0,0,897.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-06-14,0,0,0.0,0,898.0,0.0,0.0,0,0.0,1.0,0.0,,0.0
Nunavut,2020-06-15,0,0,0.0,0,903.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-06-16,0,0,0.0,0,935.0,0.0,0.0,0,0.0,32.0,0.0,,0.0
Nunavut,2020-06-17,0,0,0.0,0,949.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-06-18,0,0,0.0,0,968.0,0.0,0.0,0,0.0,19.0,0.0,,0.0
Nunavut,2020-06-19,0,0,0.0,0,974.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-06-20,0,0,0.0,0,983.0,0.0,0.0,0,0.0,9.0,0.0,,0.0
Nunavut,2020-06-21,0,0,0.0,0,989.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-06-22,0,0,0.0,0,992.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-06-23,0,0,0.0,0,995.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-06-24,0,0,0.0,0,1003.0,0.0,0.0,0,0.0,8.0,0.0,,0.0
Nunavut,2020-06-25,0,0,0.0,0,1021.0,0.0,0.0,0,0.0,18.0,0.0,,0.0
Nunavut,2020-06-26,0,0,0.0,0,1033.0,0.0,0.0,0,0.0,12.0,0.0,,0.0
Nunavut,2020-06-27,0,0,0.0,0,1047.0,0.0,0.0,0,0.0,14.0,0.0,,0.0
Nunavut,2020-06-28,0,0,0.0,0,1052.0,0.0,0.0,0,0.0,5.0,0.0,,0.0
Nunavut,2020-06-29,0,0,0.0,0,1055.0,0.0,0.0,0,0.0,3.0,0.0,,0.0
Nunavut,2020-06-30,0,0,0.0,0,1073.0,0.0,0.0,0,0.0,18.0,0.0,,0.0
Nunavut,2020-07-01,0,0,0.0,0,1073.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-07-02,0,0,0.0,0,1085.0,0.0,0.0,0,0.0,12.0,0.0,,0.0
Nunavut,2020-07-03,0,0,0.0,0,1091.0,0.0,0.0,0,0.0,6.0,0.0,,0.0
Nunavut,2020-07-04,0,0,0.0,0,1112.0,0.0,0.0,0,0.0,21.0,0.0,,0.0
Nunavut,2020-07-05,0,0,0.0,0,1112.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Nunavut,2020-07-06,0,0,0.0,0,1127.0,0.0,0.0,0,0.0,15.0,0.0,,0.0
Nunavut,2020-07-07,0,0,0.0,0,1137.0,0.0,0.0,0,0.0,10.0,0.0,,0.0
Nunavut,2020-07-08,0,0,0.0,0,1144.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
